"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18291.8294809287","19072.8148192323","19837.6186285202","20459.9878598641","21440.7777697012","22350.6016597289","23327.8843730053","24385.8205981597","25189.1748759641","26233.1744865275","27891.8288665444","28808.314595028","29736.998780443","30732.6750072371","32446.6386519881","34019.2010008196","36189.726077608","37925.80653356","38841.0338839216","37796.3611149719","39221.0030462574","40793.801025333","41920.4505466046","43339.5546629323","44585.5300558128","45750.5484536508","46864.9567909098","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17434.3572392088","18884.5970077852","20347.7872221165","21746.9284352346","23025.8828502133","23592.2981291584","23958.6324001627","25399.0772377066","23963.4857330319","24703.03180613","26962.5877702204","27528.0765851019","28288.1827487933","29792.8503606717","33016.8404575354","36437.4920002575","39940.8500592957","43280.9737672063","44800.2197136994","43935.6849639026","47134.5689688841","50085.9593288483","51306.3271997049","53536.2880530827","55610.5548581302","57071.6705483794","58617.9706263933","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2049.95599314306","2125.05285168382","2231.04393309326","2358.57689751664","2311.51943913258","2388.32280451826","2451.17681174759","2547.71108988589","2580.26357847879","2503.45985595865","2638.27229240659","2701.98036090138","2775.91143956389","2888.18378572379","3078.01306027875","3291.93209954546","3535.36019062066","3770.76574977513","3923.59702090081","3779.31896670342","3890.85140670074","4046.07625166556","4213.02444982689","4323.24446721271","4457.44957792311","4590.81845503349","4736.83914254906","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950.058764043705","962.437150461712","950.431676441394","956.028733939849","952.948347098848","989.569963528942","1034.08747350908","1067.54813751488","1086.31875111461","1107.84746382212","1134.50109060187","1178.38468624641","1202.60278646661","1246.47854246816","1314.69635101782","1401.40589249641","1490.8415171717","1590.2030225352","1672.78726797733","1711.48213175445","1781.81145827543","1856.22061236193","1946.41061591867","2036.63183866833","2130.47904257291","2201.92927625856","2270.1303042849","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7866.65135456769","8793.09309004696","9369.87145715501","9831.24681316676","9748.710079678","10753.2483025995","11309.0342065658","12283.7311647432","13121.6213686635","14092.5964451599","14859.360272224","16927.2265820237","18774.9970872625","20246.989529802","19447.2799133659","19186.9629247037","20704.4371932848","21133.0000981918","21661.502043227","21846.8251832361","22492.0651487371","23422.4179765285","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1274.70978037349","1307.56226720525","1326.6273860067","1359.41533116483","1378.69204751107","1372.37008265543","1367.56725609162","1377.79477484765","1344.44591984207","1390.75777785247","1442.97690088652","1507.28906946513","1526.16950942459","1561.3874087187","1471.64864918954","1562.27887385753","1614.02589559014","1686.17153257923","1741.18434038919","1758.3344598491","1783.71512959334","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8311.26468557114","8243.47218837172","8400.55886983942","8844.27809546434","9175.99243823377","9338.51053150837","9817.88600490891","10403.0310957431","10894.7522824166","11876.0811672002","13241.9966199271","14549.5861777074","15467.2397225026","16251.3808463318","17081.7743442989","18300.3256736322","19026.8397295473","20678.6799120892","20648.0551358014","21555.8591129762","22841.2103381104","23094.4733308159","24463.1994713915","25524.7176219966","26147.5373739471","26700.7560826351","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2816.62032703814","2900.13304101479","2986.02729026342","3156.3938419691","3284.62438835356","3441.9566627826","3644.95584713474","3844.20419045936","3924.89146057678","4091.76196994453","4373.35387545033","4588.65718867353","4813.57309604162","5146.93888373338","5645.57926301885","6206.6929512754","6944.29473955723","7705.96588340305","8326.86822220458","8583.18091174692","9290.02010042417","10065.1724454431","10657.4206598259","11261.527144275","11870.0181002158","12335.6804592451","12933.9433035469","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2514.13630840464","2584.27515973785","2653.16112056874","2790.36763231336","2893.32520475263","3023.20083223357","3192.54253875154","3353.52909754496","3418.68292269193","3553.27156591696","3783.14483317298","3960.16212532377","4139.36773810977","4412.44159261064","4838.3658672284","5297.34092813718","5895.74063426867","6509.65330773563","7002.13753447918","7205.32767662269","7760.94838957416","8363.85374818889","8827.02181746064","9303.67777366928","9784.52390639118","10138.1707303677","10588.1788412179","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1291.50094883689","1321.71393351375","1336.81173514494","1355.92815254862","1375.99799856432","1417.41225123211","1477.03831974558","1511.81289860743","1540.8734343086","1577.39820029317","1641.56568675875","1708.03826885277","1752.51012437168","1844.53247008158","2055.29352098713","2199.73256107006","2365.37865237965","2529.79345757162","2648.57882734594","2736.75140623024","2863.60785420062","2981.58055173987","3109.05020504459","3265.7567493891","3436.23712499038","3534.60234553986","3627.98346370443","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1933.98933638418","1982.92727061893","2017.8907928578","2040.04300225715","2076.57527056146","2120.80006018239","2207.59702343918","2234.25813722563","2265.4175735707","2299.69669392392","2390.44570781023","2464.89811849956","2520.86292223969","2662.71635683297","3100.39223073215","3299.70682908323","3550.36074264052","3774.3403905605","3904.81851812772","4030.7076568347","4196.82565337159","4370.81297943479","4541.25342245003","4745.65242542722","4991.33457947329","5130.71367826888","5201.03397093196","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2989.53414981725","3245.68391399726","3476.05474709317","3728.13279137957","4029.83091944469","4383.94503015808","4741.78853951455","4977.12822058406","4309.3359258889","4348.65620469532","4601.84933704018","4810.75564494876","5033.94912818407","5305.68332867568","5647.24128000738","6076.5778876451","6517.94909334168","7019.74892975578","7486.01947001862","7787.12362408401","8262.89926894218","8837.82012171405","9421.58695312812","9979.5172919759","10537.6600152547","11040.1900843813","11609.0266217152","",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","953.372685520308","973.862623443099","978.347327046149","997.169542838545","1009.23458814828","1051.18135749445","1097.62522377804","1138.67360022601","1167.91504778307","1207.4815147659","1259.11748420454","1323.87958611368","1364.19198294275","1431.8407709605","1523.56133343907","1641.93588486219","1765.25465592447","1900.91622560999","2015.81864799815","2084.94803259635","2191.69166008887","2280.20515606901","2385.75484069681","2518.30156424702","2649.93798723915","2726.91112685405","2834.05481865655","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1134.22227443456","1160.45981333859","1227.1577390279","1290.35379186814","1378.49590316252","1485.0294396214","1595.71232202308","1657.40883617006","1746.49487541845","1895.44083121061","1977.64502308154","2083.82455006525","2159.35975981575","2336.47308130784","2549.26588890688","2830.40507390613","3138.63381586742","3484.88468152626","3637.64302866944","3920.00613882211","4315.59602443741","4635.879136587","4916.4857900019","5250.51236297428","5677.94405823952","6127.29879526461","6570.61624580643","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13745.4450422463","14394.0391200648","15110.9091178635","15807.7978497192","17006.2698006517","18936.2572421972","20474.7348925586","22615.1436236515","25039.0072179074","26995.2230838436","30173.2048674498","32572.6602437145","35210.8572374846","36235.3772560238","38683.0162758321","40438.104046246","44211.1242380796","46751.5950500656","44280.6906106198","41613.3445277051","43298.6941393342","45179.8301512647","46501.9914271097","48333.9085802776","51441.7684818553","69394.4163829658","71472.2959648651","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7119.28318042533","8125.57468365354","8454.45996331983","8422.68399709612","8351.9384447257","8608.26267462971","9169.56013238019","9282.49774940173","9400.02261736515","9561.13913726878","10182.9816653419","10510.8820197398","11383.9498849183","12462.0228809129","13205.6232737612","13904.5951392983","14878.0425992548","16335.4977518078","16511.0329816888","16611.9980174548","17579.8739367271","18192.1055960587","16932.1772128246","16954.5131551471","17828.6399580851","17571.2222428653","19948.8194840657","",
"Iraq","IRQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7446.87513440764","2693.44495527217","3550.70054001014","4598.3252453986","4731.52951711398","4783.44188405222","5242.18958686786","6264.92306078468","8278.30186317359","9585.61595926226","9651.69007613727","9813.44306364946","9020.76949025715","5989.83682269557","9239.30970575715","9701.23805638091","10740.8354073209","10905.9119585247","11736.7381584753","11905.1964098877","12460.3379670716","13261.6014514347","14895.3919814721","15603.907246608","15482.0377303169","15897.2403050886","17348.9365323507","",
"Iceland","ISL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22142.1518318435","22564.9323770224","22022.1561243741","22611.167094505","23719.2327690376","24111.0186225875","24991.4377891442","26951.7569280534","28577.9040350346","29390.7603518951","29515.9131224395","31571.8519144186","32191.5695993359","32302.8696395994","35282.4141004624","36964.5276789925","38705.7469232906","40732.4016476809","42677.5353567846","41014.416322442","38535.3270617591","39621.9356635285","40696.0377995462","42821.2850368123","44546.0104478288","47499.6253846535","50745.682977113","",
"Israel","ISR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15048.4657312544","15772.5508150756","16793.3910917261","17431.1901268015","18635.6440625309","19746.4422980769","20765.6290726236","21432.6211954674","22056.5446622983","22600.0550768224","24935.3497631378","24932.5982243228","25213.5390548009","23799.0902788285","25228.0869701705","24819.9540981585","25676.0701396933","27496.2116161345","27399.4476428399","27498.5653661926","28828.321525657","30558.3912790325","31708.0871068513","34128.9564769879","34086.5487590247","35888.8758935766","37258.2235945673","",
"Italy","ITA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18557.1059784996","19456.3027591795","20052.2065071147","20341.7906003154","21217.2281298374","22284.678809031","22963.1602929363","23808.0153020541","24926.5639256556","25531.6247555125","27022.8616064222","27955.8776709222","28641.5581477929","29079.3072222922","29457.8909702885","30051.7732668053","32336.1613429653","33990.6177500287","35402.9168527156","34507.7530042292","35042.1953701135","36347.3424784176","36237.1104277204","36131.1321123599","36070.8055952064","36640.1155779484","38380.1724117843","",
"Jamaica","JAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4709.01916767434","5060.58112807818","5230.76583823499","5804.38648114286","5951.88350800182","6159.02651555316","6204.29567387305","6178.62305600304","6042.54551193114","6143.96530598175","6286.54152656395","6467.24084525852","6651.86609139786","6989.00194385941","7232.86606927926","7488.69679806739","7897.64095432481","8178.92083434298","8228.21933399213","7891.6927340814","7834.27097755","8099.15557308659","8163.70283221626","8305.30412523886","8481.50726453102","8620.35652376923","8821.31142953404","",
"Jordan","JOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4061.07570136721","4053.24915435709","4653.17608774116","4721.280409866","4824.36766745936","5027.30029504284","5066.95989057005","5196.4681188784","5305.12629500575","5473.34185777264","5734.63912199427","6066.9310912924","6400.53921310897","6662.1121620235","7245.3862764916","7835.08840019565","8405.60116964429","8944.4889271251","9332.54246167348","9436.67702231979","9281.1472117003","9214.20662405696","9129.38977869367","9062.04051892212","9082.96015199425","9041.81756496415","9047.76892340397","",
"Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19480.9231374841","20734.0669231543","21327.3915920849","21818.259000028","22398.5691805904","23403.2248232713","24507.063088475","25134.8787162991","25052.6971420619","25325.7072638772","26838.8686465804","27495.6852002877","28160.1076146939","28921.5969240829","30361.8149725657","31663.4530989772","33098.909990345","34502.2349144723","34798.7658977271","33192.6797722167","35000.3212093644","35774.6967129559","37191.3859456258","38974.0794886127","39179.155610609","40717.3243779285","42281.1881895781","",
"Kazakhstan","KAZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8434.96062743561","7708.65790068071","7471.68854380832","6991.9317179554","6332.20520461444","6039.103009699","6274.41038099963","6593.646279638","6652.40683869269","7002.96092390622","7887.89298389755","9172.36917771712","10225.4459030199","11360.9933343624","12705.4338539843","14259.0186988815","16098.5109088513","17793.1478794981","18513.9254122489","18387.201905743","19690.3849700739","21277.7063708818","22392.2036717401","23773.8193302949","24846.5092443011","25048.0508078194","25285.9477312642","",
"Kenya","KEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1538.53748783542","1560.78733658156","1533.84738875534","1527.5382711562","1553.2110027528","1607.16451931797","1655.84935255793","1645.05963614204","1670.56338309975","1688.13094168816","1689.95146779899","1745.45884698537","1734.0611048995","1771.60072001333","1861.73253133778","1980.18918024582","2114.25974343736","2256.26788990429","2243.28839447267","2271.88701201132","2425.76061730584","2556.87091600941","2650.44332808263","2776.5265665772","2900.15031113317","3019.57611010062","3155.11426394433","",
"Kyrgyz Republic","KGZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2245.79271450972","2103.67242433917","1831.53856015759","1584.77917146722","1293.88435309326","1236.81991154537","1328.80704701722","1464.04839010913","1488.33130299786","1543.2454791398","1644.31197512554","1754.55434080131","1764.90516073861","1906.55626097525","2071.41749206374","2110.37793567517","2218.72793379545","2448.89919937998","2681.1221868103","2746.10265504845","2733.72933718566","2920.6032099095","2922.70287320038","3229.34934856528","3351.67099930075","3447.60825022898","3552.09178947714","",
"Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","709.833758827997","764.292519327575","804.139727568835","837.454625829979","874.519988033029","904.130153462421","1002.57913738408","1090.63221034867","1182.05187678882","1255.64420455112","1366.00418525261","1523.77547626251","1753.44198313158","1971.62732569284","2197.82997810164","2355.79030530531","2340.38172140597","2471.89147442893","2658.70924674351","2858.71357016752","3069.58845962627","3291.28476181891","3504.41825365613","3736.96461203482","",
"Kiribati","KIR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1267.53711429538","1286.8381253565","1308.73475287216","1334.56729821282","1369.25277914698","1378.76707146156","1406.43626560961","1431.18748674032","1515.76411163523","1489.42216915616","1590.90878692919","1576.12179550775","1632.68964597915","1669.00013868252","1656.26479805775","1759.55825960783","1748.30139267761","1795.29113079429","1757.8325841248","1738.72551643381","1696.51197430927","1706.4809532381","1794.51840799453","1894.77907423045","1912.13037192084","2094.90943188852","2108.53722771174","",
"St. Kitts and Nevis","KNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9259.51272745352","9321.30695015509","9857.93182380835","10674.3261177404","11337.9155310016","12092.4148692521","12893.0517259628","13866.8587395","13775.8280801652","14297.0177166811","15989.9105882312","17016.8463107702","17476.8362731602","16939.3939597845","17782.946412499","19702.2897942405","20423.9071414579","20689.5314917916","22178.1062508153","21435.7187547979","20979.0619772943","21689.3038856002","21711.9462430827","23180.1055466196","24737.9584329962","25737.6242945524","26382.788031934","",
"Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8276.03495903337","9343.97781326852","10042.2707716054","10874.1058308681","12006.4972229534","13295.5196938127","14428.2725226654","15399.2265891606","14608.8405971189","16392.8086272699","18083.0841020476","19184.3860950104","20775.1051401435","21374.4967775973","22947.2231626824","24196.4238503746","25827.7945958377","27822.8601375008","28655.9835241828","28320.3191206544","30376.8718192526","31228.5106952266","32097.164002476","32615.7725895835","33587.5833961446","35203.734140356","36532.4726839798","",
"Kuwait","KWT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59069.6459477794","59729.894444277","59221.5784803138","57966.2322910105","54235.247198719","55420.7226520071","55510.3557520651","57119.7458549819","67552.4274127553","75528.223525721","83224.5748785044","88328.0160671089","91268.6072278965","90011.7821675039","79296.8647413636","73682.8683779231","77459.5383056761","79047.7638712039","76667.7063327708","74617.1224711292","72918.0037634406","74263.9986260609","",
"Latin America & Caribbean (excluding high income)","LAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5741.58813738729","6061.44108476816","6275.62568054559","6894.08364328778","7245.38577031315","7274.57021866863","7506.10637891498","7902.73254874594","8024.84133583134","8061.09064069964","8426.24554753256","8527.72721874307","8555.34366368604","8766.3318729983","9441.64362195086","10122.797710898","10925.5956687501","11733.1363949221","12360.0322415213","12159.5128834145","12896.0387386562","13704.6399393936","14154.5015433665","14618.0134267808","14902.8336825899","14777.0022417197","14732.9545835411","",
"Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1103.95895554957","1156.68619855877","1214.90970969267","1282.90281206564","1382.09827906457","1475.41301489741","1572.32514235126","1675.55923949983","1728.72428034215","1850.89123039735","1969.70170420751","2096.90798573787","2221.18641118256","2367.44581130491","2548.39891096917","2773.57107580775","3054.58177858173","3317.14745376346","3585.16717773991","3820.36145403481","4133.44186803902","4495.15215046502","4882.41856003605","5293.96335775632","5727.01148616243","6128.35823785121","6549.66799975163","",
"Lebanon","LBN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5078.70675803155","7122.14601887753","7425.08232995366","7912.22608414797","8510.83072012736","9076.83504503162","9598.41265435076","9472.47282393121","9851.48966526529","9822.25975257832","9933.07926088133","10161.7314734256","10176.4546082687","10196.8175021677","10632.0381598468","10924.5106765587","11236.7080327652","12524.4137297235","14023.2644927262","15282.3782566634","16118.9632902425","15693.6872834493","15334.6500049775","14902.7634765885","14570.5320909522","14218.8297179534","14308.7511271436","",
"Liberia","LBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462.304280649818","533.092248373083","664.776666662298","674.830124467232","694.321016095145","486.215654457056","502.964093623427","532.354094650516","572.716298477727","618.886198751948","648.426740990715","661.168863861907","685.500686062562","734.326273753035","786.12432159374","847.132029756163","847.724592791167","836.181489038688","812.673943814557","",
"Libya","LBY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16639.658667269","17375.6464817473","17186.1638801294","17010.8135834125","19299.5164570104","20392.4761541712","23189.8272406517","25071.9443419028","26966.4962002544","27843.1256449368","27523.8174566752","29030.8433822135","11192.7906388431","","","","","","",
"St. Lucia","LCA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6183.35456181402","6323.09171160841","6899.63529973605","7004.72995150576","7183.68897413061","7366.82806655562","7617.14260412791","7577.19036532441","8036.02054811098","8269.6902401596","8344.13326499393","8132.97182210123","8216.24250609741","8708.20903503302","9556.17224466645","9727.70340739874","10602.0347774882","10975.9445719264","11637.2080223228","11509.2963230587","11559.7598153608","12112.4001267958","12183.7901244706","12343.1445948628","12397.6337062869","12729.7742086845","12952.7251685677","",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5806.27590184863","6132.91028778651","6367.98911452718","6982.30471382562","7343.86030029915","7404.58435014321","7655.88118539163","8069.51805698453","8210.90603584071","8257.5807572984","8635.13557440747","8759.42418026501","8798.49132559412","9025.47072235157","9730.57534744134","10422.6346991453","11294.8699065317","12115.6096237685","12711.7999248742","12505.4807245627","13280.0311647792","14120.7740564436","14595.8994796587","15077.8442355217","15369.4894322303","15238.2407651753","15210.9507926645","",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","849.18865174407","868.82702109102","875.452083480415","879.50249980346","897.089962246815","938.995412163957","984.642877343795","1023.72515791575","1051.24525695141","1088.43739090186","1137.37167718103","1197.14821011917","1228.78491489173","1292.49549573196","1380.8062564674","1503.24135303033","1633.04824744135","1781.9807618801","1901.8549107363","1970.27452683971","2069.54726135019","2145.45235612976","2235.05569109299","2354.76770788969","2474.38583498883","2536.89827652392","2622.0690762317","",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","741.157989061717","749.625228389853","723.468350314619","726.273519326032","734.978874258294","758.142214790856","796.761568107337","816.291986602358","826.904068243655","845.623211478958","861.377151911826","899.280476561509","906.854285341018","929.464247206507","982.40625343934","1048.04452725352","1106.20481414805","1178.67646387279","1232.1036573483","1275.5131727353","1338.68975631713","1408.21322194646","1452.72065020803","1523.92608915546","1603.16118764955","1652.96277113702","1701.37258736139","",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2334.77343341928","2493.25915732802","2632.13395930024","2850.50203987498","3045.34986710805","3253.11487140499","3414.98242573311","3675.03656709156","3869.73430555781","4076.32042918909","4392.67488686855","4392.68266074391","4601.36469018926","4931.53601979495","5299.68321977281","5766.39444906489","6351.95648032752","6914.78521689947","7419.35800505996","7690.42585952677","8357.02874971072","9193.35823543078","10163.8587053829","10595.7129134302","11219.5516897084","11779.3639141309","12312.940050985","",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1797.4066673948","1841.08543058326","1893.72006237723","1940.6612413121","2008.30629740335","2112.57805100855","2235.76787941855","2320.21890789833","2324.61502645907","2431.41194318411","2551.63415287248","2675.62652998107","2772.48304237995","2956.76101730676","3230.00376485831","3507.95654663841","3828.71297617538","4175.05626284287","4392.53965190492","4583.51699124291","4907.4569622399","5197.03178703583","5479.46011429801","5789.17587171387","6141.49801199967","6464.1822861158","6801.29184829445","",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2462.3522915954","2534.37797049249","2599.55268149726","2733.68736089346","2832.13367133233","2956.03515691926","3120.21500418643","3275.5481458312","3336.51998293121","3469.01939823648","3695.26709607313","3869.84588093312","4045.58579225518","4316.30850700002","4735.21175647608","5191.36246412826","5776.45285275882","6380.39608466946","6867.76358036951","7069.06539146371","7611.63955646743","8202.15078408452","8660.53104415181","9133.17902283971","9612.12447909416","9965.60102402738","10414.4938324184","",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","891.55173147675","966.970183115391","1037.12439316219","1077.58093901618","1144.84780495833","1187.24194958191","1258.06976697464","1310.00299557656","1329.27694240668","1341.95290369943","1411.81686262161","1481.73698838642","1502.34357368041","1588.98558196751","1646.88841458492","1744.53157684739","1858.82186022252","1983.7404819514","2139.92518253163","2181.59696584077","2317.82892840665","2500.0148712682","2665.51414915479","2722.74290532759","2820.26912459188","2883.8110871885","2951.02189397517","",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2849.14156579931","2944.5016639776","3007.81394910426","3180.95963722656","3363.14624484934","3591.61297689778","3808.81758738128","4038.49918990877","4147.29386373398","4359.25758227348","4737.77365964008","5062.03565263355","5429.96414120957","5909.37827633273","6527.27282321478","7235.19577038848","8239.44510046964","9272.56396389535","10210.5112749848","10607.3338308659","11549.6221070035","12708.202441008","13616.7465060523","14477.9045736944","15293.1643436088","15939.1150497909","16689.097568844","",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5923.60370002453","6377.99065572491","7066.70880534289","7756.67242967979","7821.66556102915","8456.32163037205","9459.49224125478","10494.348569957","12066.8248580644","13036.0856795895","14526.1339451116","16486.7014720316","19092.2488606754","20744.0666326456","18142.6529197593","20110.3389687171","22854.33217107","24658.0075328934","26660.5598858607","28174.3635218648","28783.6667748194","29862.3188904098","",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29680.2875195185","32875.8062629146","33785.3243280976","35561.5477913178","37196.0229040206","39632.9570413277","41334.7526214924","42826.4000016287","44360.2832779266","50627.9277628705","55340.0973218379","55941.3813805317","58771.5092731796","60035.1960470468","64074.5051500861","68220.0644818574","77961.4747875645","83967.260471763","86693.8951220862","82263.4362271089","85696.9959142608","92005.0168361444","91622.1774169388","95590.5386984251","101640.053385305","102517.138229939","102389.437727633","",
